event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
29823005834,true,2018-10-04 12:00:00.000,127.80097,34.598628,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005835,true,2018-10-07 23:41:00.000,127.40653,34.41534,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005836,true,2018-10-08 06:51:00.000,127.32227,34.30952,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005837,true,2018-10-11 06:15:00.000,126.95259,34.1711,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005838,true,2018-10-12 22:06:00.000,126.60508,34.09553,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005839,true,2018-10-13 21:33:00.000,126.10318,34.09462,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005840,true,2018-10-14 19:49:00.000,125.88879,34.19316,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005841,true,2018-10-15 12:47:00.000,125.66804,34.04153,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005842,true,2018-10-16 11:06:00.000,125.18734,33.60498,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005843,true,2018-10-17 10:31:00.000,124.88908,33.2206,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005844,true,2018-10-18 11:46:00.000,124.62219,32.68659,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005845,true,2018-10-19 08:04:00.000,124.49944,32.13836,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005846,true,2018-10-20 10:21:00.000,124.3019,31.68813,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005847,true,2018-10-21 10:09:00.000,124.10292,31.33451,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005848,true,2018-10-22 22:24:00.000,123.74352,31.12149,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005849,true,2018-10-23 09:03:00.000,123.6856,30.89922,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005850,true,2018-10-24 08:50:00.000,123.48326,30.62246,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005851,true,2018-10-25 06:55:00.000,123.47936,30.29365,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005852,true,2018-10-26 10:51:00.000,123.30492,29.92456,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005853,true,2018-10-27 08:11:00.000,123.2444,29.4051,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005854,true,2018-10-28 20:34:00.000,123.10996,29.13599,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005855,true,2018-10-29 21:34:00.000,122.88436,28.934,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005856,true,2018-10-30 12:38:00.000,122.61374,28.86705,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005857,true,2018-10-31 20:32:00.000,122.16374,28.69675,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005858,true,2018-11-01 09:10:00.000,122.09865,28.49964,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005859,true,2018-11-02 08:45:00.000,121.87242,28.45694,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005860,true,2018-11-03 10:58:00.000,121.54182,28.09184,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005861,true,2018-11-04 10:37:00.000,121.38351,27.68246,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005862,true,2018-11-05 12:12:00.000,121.21947,27.18647,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005863,true,2018-11-06 20:45:00.000,121.26685,26.61715,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005864,true,2018-11-07 07:44:00.000,121.28828,26.43066,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005865,true,2018-11-08 07:35:00.000,121.04944,26.2965,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005866,true,2018-11-09 20:52:00.000,120.63272,25.78536,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005867,true,2018-11-10 11:13:00.000,120.43406,25.6215,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005868,true,2018-11-11 06:57:00.000,120.07344,25.36264,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005869,true,2018-11-12 23:22:00.000,119.71348,25.41304,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005870,true,2018-11-13 01:38:00.000,119.72738,25.41355,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005871,true,2018-11-14 22:49:00.000,119.4629,24.9957,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005872,true,2018-11-15 12:11:00.000,119.2337,24.79667,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
29823005873,true,2018-11-16 07:38:00.000,119.08803,24.4579,"radio-transmitter","Chelonia mydas","43589","KOR0104","Marine bioresource conservation and restoration research"
